loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_age,sy_dist,pl_bmass (Msun)
3444,HD 68988 b,HD 68988,1,1,2,0,Radial Velocity,6.27711,0.07,,1.97,0.12,,,5932.0,1.19,1.28,0.35,[Fe/H],,,60.8447,0.001880562
3481,HD 73267 c,HD 73267,1,1,2,0,Radial Velocity,17071.78045,12.688,,5.131,0.089,91.849,,,,0.93,,,,,50.4093,0.0048980526
3485,HD 73526 b,HD 73526,1,1,2,0,Radial Velocity,188.3,0.65,,3.08,0.19,,,5601.0,1.53,1.14,0.22,[Fe/H],,,97.2396,0.002940168
3521,HD 74698 c,HD 74698,1,1,2,0,Radial Velocity,3449.0,4.5,,0.4,0.2,,G5 V,5783.0,1.33,1.04,0.07,[Fe/H],0.253,7.847,52.0648,0.00038184000000000004
3527,HD 75784 b,HD 75784,1,1,2,0,Radial Velocity,341.2,1.032,,1.0,0.097,,,4867.0,3.4,1.26,,,,,85.4321,0.0009546
3589,HD 82943 b,HD 82943,1,1,2,0,Radial Velocity,441.47,1.18306,,1.681,0.162,90.0,,5935.0,1.18,1.08,0.26,[M/H],0.194,,27.5902,0.0016046826
3606,HD 83443 b,HD 83443,1,1,2,0,Radial Velocity,2.985628,0.0406,,0.402,0.012,,K0 V,5442.0,0.94,1.0,0.34,[Fe/H],-0.104,2.64,40.8991,0.00038374920000000003
3620,HD 86226 b,HD 86226,1,1,2,0,Radial Velocity,1628.0,2.73,,0.45,0.059,,G1 V,5863.0,1.05,1.02,0.018,[Fe/H],0.072,4.6,45.683,0.00042957
3685,HD 9446 b,HD 9446,1,1,2,0,Radial Velocity,30.052,0.189,,0.7,0.2,,G5 V,5793.0,1.0,1.0,0.09,[Fe/H],0.041,,50.3503,0.00066822
3686,HD 9446 c,HD 9446,1,1,2,0,Radial Velocity,192.9,0.654,,1.82,0.06,,G5 V,5793.0,1.0,1.0,0.09,[Fe/H],0.041,,50.3503,0.001737372
3695,HD 95089 b,HD 95089,1,1,2,0,Radial Velocity,464.4,1.36,,1.26,0.119,,,4918.0,5.08,1.54,,,,,136.957,0.0012027960000000001
3755,HD 99706 b,HD 99706,1,1,2,0,Radial Velocity,841.0,1.98,,1.23,0.25,,,4862.0,5.52,1.46,,,,,146.6,0.001174158
3774,HIP 14810 b,HIP 14810,1,1,3,0,Radial Velocity,6.673892,0.0696,,3.9,0.14399,,G5,5544.0,1.07,1.01,0.24,[Fe/H],-0.01,5.84,50.48,0.00372294
3781,HIP 14810 c,HIP 14810,1,1,3,0,Radial Velocity,147.747,0.549,,1.31,0.1566,,G5,5544.0,1.07,1.01,0.24,[Fe/H],-0.01,5.84,50.48,0.001250526
3783,HIP 14810 d,HIP 14810,1,1,3,0,Radial Velocity,981.8,1.94,,0.59,0.185,,G5,5544.0,1.07,1.01,0.24,[Fe/H],-0.01,5.84,50.48,0.0005632139999999999
3829,HIP 57274 c,HIP 57274,1,1,3,0,Radial Velocity,32.03,0.178,,0.40902,0.05,,K4 V,4640.0,0.68,0.73,0.09,[Fe/H],0.19,7.87,25.8618,0.000390450492
3837,HIP 65407 b,HIP 65407,1,1,2,0,Radial Velocity,28.125,0.177,,0.428,0.14,,K0,5460.0,,0.93,0.25,[Fe/H],,,61.7804,0.0004085688
3838,HIP 65407 c,HIP 65407,1,1,2,0,Radial Velocity,67.3,0.316,,0.784,0.12,,K0,5460.0,,0.93,0.25,[Fe/H],,,61.7804,0.0007484064
3850,HIP 67851 b,HIP 67851,1,1,2,0,Radial Velocity,88.87622,0.482,,1.568,0.063,,,,,1.9,,,,,64.1181,0.0014968128
3935,HR 8799 e,HR 8799,1,1,4,0,Imaging,,16.4,1.17,10.0,0.15,25.0,A5,7400.0,,,-0.5,[Fe/H],,0.03,41.2441,0.009546
5765,KELT-6 b,KELT-6,1,1,2,0,Transit,7.8457,,1.3,0.52,0.22,88.81,,6102.0,1.73,1.42,-0.28,[Fe/H],,,240.726,0.000496392
5772,KELT-6 c,KELT-6,1,1,2,0,Radial Velocity,1276.0,2.39,,3.71,0.21,,,6272.0,1.53,1.13,-0.27,[Fe/H],,4.9,240.726,0.003541566
6130,KOI-142 c,KOI-142,1,1,3,0,Transit Timing Variations,22.26492,,,0.674,0.05724,93.15,,5466.0,0.9,0.99,0.27,[Fe/H],,,376.863,0.0006434004000000001
8075,Kepler-111 c,Kepler-111,1,1,2,0,Transit,224.77833,0.751,0.632,0.7,0.176,89.756,,5914.0,1.15,1.12,0.237,[Fe/H],0.158,3.4,657.223,0.00066822
8859,Kepler-117 c,Kepler-117,1,1,2,0,Transit,50.790391,0.2804,1.101,1.84,0.0323,89.64,F8 V,6150.0,1.61,1.13,-0.04,[Fe/H],,5.3,1455.57,0.0017564640000000001
10406,Kepler-129 d,Kepler-129,1,1,3,0,Radial Velocity,2646.0,4.0,,8.3,0.15,,G4 V,5770.0,1.65,1.18,0.29,[Fe/H],,6.43,408.845,0.00792318
