loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_age,sy_dist
25645,Kepler-450 c,Kepler-450,0,1,3,0,Transit,15.413121,0.128,,,0,83.65,,6418,1.31,1.18,,,,2.87,455.982
25646,Kepler-450 c,Kepler-450,0,1,3,0,Transit,15.41313731,,,,,,,6197.21,1.64,1.19,0.128,[M/H],0.554,,455.982
25647,Kepler-450 c,Kepler-450,0,1,3,0,Transit,15.41308581,0.1332,,,0,88.81,,6215,1.57,1.35,0.28,[Fe/H],,,455.982
25648,Kepler-450 c,Kepler-450,0,1,3,0,Transit,,,0.239,,,,,6298,1.63,,,,,,455.982
25649,Kepler-450 c,Kepler-450,0,1,3,0,Transit,15.41308581,0.1332,,,0,88.81,,6215,1.57,1.35,0.28,[Fe/H],,,455.982
25650,Kepler-450 c,Kepler-450,0,1,3,0,Transit,15.4130812,0.1324,,,0,88.73,,6206,1.57,1.3,0.22,[Fe/H],,,455.982
25651,Kepler-450 c,Kepler-450,0,1,3,0,Transit,15.41312391,,,,,,,6197.21,1.64,1.19,0.128,[M/H],0.554,,455.982
25652,Kepler-450 c,Kepler-450,1,1,3,0,Transit,15.413135,,0.234,,0.02,,,6197.21,1.64,1.19,0.128,[M/H],0.554,,455.982
25653,Kepler-450 c,Kepler-450,0,1,3,0,Transit,15.4131395,,0.232,0.03933,,,,,1.6,1.33,,,,,455.982
25654,Kepler-450 c,Kepler-450,0,1,3,0,Transit,15.41308581,0.1332,,,0,88.81,,6215,1.57,1.35,0.28,[Fe/H],,,455.982
25655,Kepler-450 c,Kepler-450,0,1,3,0,Transit,15.41308581,,0.227,,,,,6263,1.56,1.3,0.2,[Fe/H],,3.02,455.982
25656,Kepler-450 d,Kepler-450,0,1,3,0,Transit,7.5144704,0.0825,,,0,88.81,,6215,1.57,1.35,0.28,[Fe/H],,,455.982
25657,Kepler-450 d,Kepler-450,1,1,3,0,Transit,7.51464,,0.075,,0.14,,,6197.21,1.64,1.19,0.128,[M/H],0.554,,455.982
25658,Kepler-450 d,Kepler-450,0,1,3,0,Transit,,,0.089,,,,,6298,1.63,,,,,,455.982
25659,Kepler-450 d,Kepler-450,0,1,3,0,Transit,7.51450475,,,,,,,6197.21,1.64,1.19,0.128,[M/H],0.554,,455.982
25660,Kepler-450 d,Kepler-450,0,1,3,0,Transit,7.5144279,,0.084,0.05538,,,,,1.6,1.33,,,,,455.982
25661,Kepler-450 d,Kepler-450,0,1,3,0,Transit,7.5144704,0.0825,,,0,88.81,,6215,1.57,1.35,0.28,[Fe/H],,,455.982
25662,Kepler-450 d,Kepler-450,0,1,3,0,Transit,7.5143967,0.082,,,0,87.91,,6206,1.57,1.3,0.22,[Fe/H],,,455.982
25663,Kepler-450 d,Kepler-450,0,1,3,0,Transit,7.5143967,,,,,,,6197.21,1.64,1.19,0.128,[M/H],0.554,,455.982
25664,Kepler-451 c,2MASS J19383260+4603591,1,2,3,0,Eclipse Timing Variations,1460,,,1.61,0.29,,,29564,0.2,0.48,,,,,396.332
25665,Kepler-451 d,2MASS J19383260+4603591,1,2,3,0,Eclipse Timing Variations,43,,,1.76,0,,,29564,0.2,0.48,,,,,396.332
25666,Kepler-452 b,Kepler-452,0,1,1,0,Transit,384.847556,0.994,,,0,89.99,,5579,0.8,0.89,-0.22,[Fe/H],,,551.727
25667,Kepler-452 b,Kepler-452,1,1,1,0,Transit,384.843,1.046,0.145,,,89.806,G2,5757,1.11,1.04,0.21,[Fe/H],,6,551.727
25668,Kepler-452 b,Kepler-452,0,1,1,0,Transit,,,0.135,,,,,5589,1.11,,,,,,551.727
25669,Kepler-452 b,Kepler-452,0,1,1,0,Transit,384.847556,,,,,,,5728,1.12,1.02,0.18,[M/H],0.084,,551.727
25670,Kepler-452 b,Kepler-452,0,1,1,0,Transit,384.843022,,0.134,,,,,5892,1.06,1.03,0,[Fe/H],,3.55,551.727
25671,Kepler-452 b,Kepler-452,0,1,1,0,Transit,384.843022,0.9892,,,0,89.95,,5578,0.79,0.87,-0.24,[Fe/H],,,551.727
25672,Kepler-453 b,Kepler-453,1,2,1,0,Transit,240.503,0.7903,0.553,0.05034,0.0359,89.443,,5527,0.83,0.94,0.09,[M/H],,2.49,442.846
25673,Kepler-454 b,Kepler-454,0,2,3,0,Transit,10.573769,0.098,,,0,89.95,,5783,1.07,1.12,,,,1.9,230.869
25674,Kepler-454 b,Kepler-454,0,2,3,0,Transit,10.57377509,,,,,,,5640,1.11,1,0.21,[M/H],0.053,,230.869
25675,Kepler-454 b,Kepler-454,0,2,3,0,Transit,10.57,,0.21,0.01905,0,87.09,,5701,1.05,0.85,0.27,[Fe/H],,,230.869
25676,Kepler-454 b,Kepler-454,0,2,3,0,Transit,10.57375768,,,,,,,5640,1.11,1,0.21,[M/H],0.053,,230.869
25677,Kepler-454 b,Kepler-454,1,2,3,0,Transit,10.5737534,0.09528,0.211,0.01699,0.32,87.9,,5687,1.07,1.03,0.32,[Fe/H],,5.25,230.869
25678,Kepler-454 b,Kepler-454,0,2,3,0,Transit,10.57375145,,,,,,,5640,1.11,1,0.21,[M/H],0.053,,230.869
25679,Kepler-454 b,Kepler-454,0,2,3,0,Transit,10.57375145,0.0964,,,0,88.51,,5720,1.08,1.07,0.34,[Fe/H],,,230.869
25680,Kepler-454 b,Kepler-454,0,2,3,0,Transit,10.57375703,0.096131,0.164,0.01663,0,,,,,1.06,,,,,230.869
25681,Kepler-454 b,Kepler-454,0,2,3,0,Transit,10.57375703,0.0964,,,0,89.95,,5739,1.08,1.07,0.35,[Fe/H],,,230.869
25682,Kepler-454 b,Kepler-454,0,2,3,0,Transit,10.57375703,0.0964,,,0,89.95,,5739,1.08,1.07,0.35,[Fe/H],,,230.869
25683,Kepler-454 b,Kepler-454,0,2,3,0,Transit,,,0.184,,,,,5678,1.08,,,,,,230.869
25684,Kepler-454 b,Kepler-454,0,2,3,0,Transit,10.57375703,,0.168,,,,,5767,1.07,1.06,0.24,[Fe/H],,4.27,230.869
25685,Kepler-454 b,Kepler-454,0,2,3,0,Transit,10.57375339,0.0954,0.211,0.02152,0,87.09,,5701,1.07,1.03,0.27,[Fe/H],,5.25,230.869
25686,Kepler-454 b,Kepler-454,0,2,3,0,Transit,10.57375703,0.0964,,,0,89.95,,5739,1.08,1.07,0.35,[Fe/H],,,230.869
25687,Kepler-454 c,Kepler-454,0,2,3,0,Radial Velocity,523.9,,,4.46,0.0214,,,5701,1.07,1.03,0.27,[Fe/H],,5.25,230.869
25688,Kepler-454 c,Kepler-454,0,2,3,0,Radial Velocity,525.157337,1.298877,,4.58272,0.012214,,,,,1.06,,,,,230.869
25689,Kepler-454 c,Kepler-454,1,2,3,0,Radial Velocity,524.19,1.287,,4.51,0.0053,,,5687,1.07,1.03,0.32,[Fe/H],,5.25,230.869
25690,Kepler-454 d,Kepler-454,0,2,3,0,Radial Velocity,4806.833852,5.683483,,2.30712,0.255047,,,,,1.06,,,,,230.869
25691,Kepler-454 d,Kepler-454,1,2,3,0,Radial Velocity,4073,5.1,,2.31,0.089,,,5687,1.07,1.03,0.32,[Fe/H],,5.25,230.869
25692,Kepler-457 d,KOI-7892,1,1,3,0,Transit,10.6906004,,0.266,,,,,6474,1.24,1.15,-0.16,[Fe/H],,,1072.3
25693,Kepler-457 d,KOI-7892,0,1,3,0,Transit,10.692115,0.0996,,,0,86.62,,6474,1.24,1.15,-0.16,[Fe/H],,,1072.3
25694,Kepler-457 d,KOI-7892,0,1,3,0,Transit,10.692115,,,,,,,6116.46,1.26,1.15,-0.051,[M/H],0.299,,1072.3
25695,Kepler-458 c,KIC 9663113,0,1,2,0,Transit,20.74028413,0.146,,,0,88.81,,6065,1.01,0.96,-0.28,[Fe/H],,,1594.74
25696,Kepler-458 c,KIC 9663113,0,1,2,0,Transit,20.74028413,0.146,,,0,88.81,,6065,1.01,0.96,-0.28,[Fe/H],,,1594.74
25697,Kepler-458 c,KIC 9663113,0,1,2,0,Transit,,,0.647,,,,,6218,2.22,,,,,,1594.74
25698,Kepler-458 c,KIC 9663113,0,1,2,0,Transit,20.74028645,,,,,,,6117.21,2.22,1.15,0.144,[M/H],0.792,,1594.74
25699,Kepler-458 c,KIC 9663113,0,1,2,0,Transit,20.740555,0.15,,,0,85.94,,6081,1.04,1.04,,,,3,1594.74
25700,Kepler-458 c,KIC 9663113,0,1,2,0,Transit,20.74028645,0.154,,,0,88.27,,6226,1.3,1.13,0,[Fe/H],,,1594.74
25701,Kepler-458 c,KIC 9663113,0,1,2,0,Transit,20.74065772,,,,,,,6117.21,2.22,1.15,0.144,[M/H],0.792,,1594.74
25702,Kepler-458 c,KIC 9663113,1,1,2,0,Transit,20.74028413,,0.375,,,,,6117.21,2.22,1.15,0.144,[M/H],0.792,,1594.74
25703,Kepler-458 c,KIC 9663113,0,1,2,0,Transit,20.74028413,0.146,,,0,88.81,,6065,1.01,0.96,-0.28,[Fe/H],,,1594.74
25704,Kepler-458 c,KIC 9663113,0,1,2,0,Transit,20.74027982,,,,,,,6117.21,2.22,1.15,0.144,[M/H],0.792,,1594.74
25705,Kepler-46 b,Kepler-46,0,1,3,0,Transit,33.60122066,0.1956,,,0,89.38,,5149,0.93,0.88,0.42,[Fe/H],,,777.06
25706,Kepler-46 b,Kepler-46,0,1,3,0,Transit,33.60117937,,,,,,,5071,0.84,0.85,,,-0.378,,777.06
25707,Kepler-46 b,Kepler-46,0,1,3,0,Transit,33.60122066,0.1956,,,0,89.38,,5149,0.93,0.88,0.42,[Fe/H],,,777.06
25708,Kepler-46 b,Kepler-46,1,1,3,0,Transit,33.60134,0.1968,0.808,6,0.01,89.038,,5155,0.94,0.9,0.41,[M/H],-0.255,9.7,777.06
25709,Kepler-46 b,Kepler-46,0,1,3,0,Transit,33.60123371,,,,,,,5071,0.84,0.85,,,-0.378,,777.06
25710,Kepler-46 b,Kepler-46,0,1,3,0,Transit,33.60123371,0.1956,,,0,89.23,,5149,0.93,0.88,0.42,[Fe/H],,,777.06
25711,Kepler-46 b,Kepler-46,0,1,3,0,Transit,33.648,0.1971,0.81,0.885,0.0321,89.04,,5155,0.94,0.9,0.41,[M/H],-0.255,9.7,777.06
25712,Kepler-46 b,Kepler-46,0,1,3,0,Transit,33.60122066,0.1956,,,0,89.38,,5149,0.93,0.88,0.42,[Fe/H],,,777.06
25713,Kepler-46 b,Kepler-46,0,1,3,0,Transit,33.601789,0.191,,,0,88.81,,5289,0.76,0.82,,,,4.5,777.06
25714,Kepler-46 b,Kepler-46,0,1,3,0,Transit,33.60122066,,0.785,,,,,5232,0.93,0.92,0.37,[Fe/H],,8.32,777.06
25715,Kepler-46 b,Kepler-46,0,1,3,0,Transit,,,0.656,,,,,5162,0.81,,,,,,777.06
25716,Kepler-46 c,Kepler-46,1,1,3,0,Transit Timing Variations,57.011,0.2799,,0.376,0.0146,87.4,,5155,0.94,0.9,0.41,[M/H],-0.255,9.7,777.06
25717,Kepler-46 c,Kepler-46,0,1,3,0,Transit Timing Variations,57.325,0.2811,,0.362,0.0354,88.66,,5155,0.94,0.9,0.41,[M/H],-0.255,9.7,777.06
25718,Kepler-46 d,Kepler-46,0,1,3,0,Transit,6.76652078,0.0672,,,0,87.66,,5149,0.93,0.88,0.42,[Fe/H],,,777.06
25719,Kepler-46 d,Kepler-46,0,1,3,0,Transit,6.76652078,0.0672,,,0,87.66,,5149,0.93,0.88,0.42,[Fe/H],,,777.06
25720,Kepler-46 d,Kepler-46,0,1,3,0,Transit,6.76641065,,,,,,,5071,0.84,0.85,,,-0.378,,777.06
25721,Kepler-46 d,Kepler-46,0,1,3,0,Transit,6.76652928,,,,,,,5071,0.84,0.85,,,-0.378,,777.06
25722,Kepler-46 d,Kepler-46,0,1,3,0,Transit,6.76652078,0.0672,,,0,87.66,,5149,0.93,0.88,0.42,[Fe/H],,,777.06
25723,Kepler-46 d,Kepler-46,0,1,3,0,Transit,6.766579,0.066,,,0,88.24,,5289,0.76,0.82,,,,4.5,777.06
25724,Kepler-46 d,Kepler-46,0,1,3,0,Transit,,,0.153,,,,,5162,0.81,,,,,,777.06
25725,Kepler-46 d,Kepler-46,0,1,3,0,Transit,6.76652078,,0.19,,,,,5232,0.93,0.92,0.37,[Fe/H],,8.32,777.06
25726,Kepler-46 d,Kepler-46,1,1,3,0,Transit,6.766589,0.067,0.146,,,,,5309,0.79,,,,,,777.06
25727,Kepler-46 d,Kepler-46,0,1,3,0,Transit,6.76652928,0.0672,,,0,88.51,,5149,0.93,0.88,0.42,[Fe/H],,,777.06
25728,Kepler-460 c,KIC 5437945,0,1,2,0,Transit,220.1303357,0.721,,,0,89.95,,6340,1.39,1.03,-0.38,[Fe/H],,,1274.01
25729,Kepler-460 c,KIC 5437945,0,1,2,0,Transit,220.1303357,0.721,,,0,89.95,,6340,1.39,1.03,-0.38,[Fe/H],,,1274.01
25730,Kepler-460 c,KIC 5437945,0,1,2,0,Transit,220.142913,,,,,,,5976.19,1.95,1.1,-0.101,[M/H],0.641,,1274.01
25731,Kepler-460 c,KIC 5437945,0,1,2,0,Transit,220.1300472,,,,,,,5976.19,1.95,1.1,-0.101,[M/H],0.641,,1274.01
25732,Kepler-460 c,KIC 5437945,0,1,2,0,Transit,220.142913,0.7211,,,0,89.99,,6340,1.39,1.03,-0.38,[Fe/H],,,1274.01
25733,Kepler-460 c,KIC 5437945,0,1,2,0,Transit,220.1303357,0.721,,,0,89.95,,6340,1.39,1.03,-0.38,[Fe/H],,,1274.01
25734,Kepler-460 c,KIC 5437945,1,1,2,0,Transit,220.1303357,,0.492,,,,,6146,1.26,1.17,0.06,[Fe/H],,3.16,1274.01
25735,Kepler-461 b,Kepler-461,0,1,1,0,Transit,8.31378306,0.0821,,,0,89.95,,5900,0.95,1.06,0.07,[Fe/H],,,692.158
25736,Kepler-461 b,Kepler-461,0,1,1,0,Transit,,,0.336,,,,,5779,1.31,,,,,,692.158
25737,Kepler-461 b,Kepler-461,0,1,1,0,Transit,8.313759,0.083,,,0,87.09,,5923,1.04,1.1,,,,1.5,692.158
25738,Kepler-461 b,Kepler-461,0,1,1,0,Transit,8.31377304,,,,,,,5831.34,1.3,1.05,-0.069,[M/H],0.246,,692.158
25739,Kepler-461 b,Kepler-461,0,1,1,0,Transit,8.31378306,0.0821,,,0,89.95,,5900,0.95,1.06,0.07,[Fe/H],,,692.158
25740,Kepler-461 b,Kepler-461,1,1,1,0,Transit,8.31378306,,0.23,,,,,5634,0.91,0.98,0.04,[Fe/H],,2.51,692.158
25741,Kepler-461 b,Kepler-461,0,1,1,0,Transit,8.31378306,0.0821,,,0,89.95,,5900,0.95,1.06,0.07,[Fe/H],,,692.158
25742,Kepler-461 b,Kepler-461,0,1,1,0,Transit,8.31378454,,,,,,,5831.34,1.3,1.05,-0.069,[M/H],0.246,,692.158
25743,Kepler-461 b,Kepler-461,0,1,1,0,Transit,8.31378877,,,,,,,5831.34,1.3,1.05,-0.069,[M/H],0.246,,692.158
25744,Kepler-461 b,Kepler-461,0,1,1,0,Transit,8.31377304,0.0821,,,0,89.99,,5900,0.95,1.06,0.07,[Fe/H],,,692.158
25745,Kepler-462 b,Kepler-462,1,1,2,0,Transit,84.6866,,0.268,0.16959,0.042,,,7500,1.57,1.59,0.05,[Fe/H],,0.5,596.625
25746,Kepler-462 b,Kepler-462,0,1,2,0,Transit,84.6877524,0.4172,,,0,89.99,,6688,1.79,1.35,-0.2,[Fe/H],,,596.625
25747,Kepler-462 b,Kepler-462,0,1,2,0,Transit,84.6877524,,,,,,,7735,1.62,1.82,,,0.926,,596.625
25748,Kepler-462 b,Kepler-462,0,1,2,0,Transit,84.6879808,0.4731,,,0,89.95,,7717,2.64,1.97,0.07,[Fe/H],,,596.625
25749,Kepler-462 b,Kepler-462,0,1,2,0,Transit,84.6879808,0.4731,,,0,89.95,,7717,2.64,1.97,0.07,[Fe/H],,,596.625
25750,Kepler-462 b,Kepler-462,0,1,2,0,Transit,84.6879808,0.4731,,,0,89.95,,7717,2.64,1.97,0.07,[Fe/H],,,596.625
25751,Kepler-462 b,Kepler-462,0,1,2,0,Transit,,,0.292,,,,,6688,1.74,,,,,,596.625
25752,Kepler-462 b,Kepler-462,0,1,2,0,Transit,84.6879808,,0.336,,,,,7070,2.04,1.59,-0.06,[Fe/H],,1.45,596.625
25753,Kepler-462 b,Kepler-462,0,1,2,0,Transit,84.68739669,,,,,,,7735,1.62,1.82,,,0.926,,596.625
25754,Kepler-462 b,Kepler-462,0,1,2,0,Transit,84.69,,0.45,,0.056,89.34,,7717,2.3,1.97,,,,,596.625
25755,Kepler-462 b,Kepler-462,0,1,2,0,Transit,84.68781817,,,,,,,7735,1.62,1.82,,,0.926,,596.625
25756,Kepler-462 b,Kepler-462,0,1,2,0,Transit,84.68895,0.465,,,0,89.95,,7713,2.52,1.86,,,,1.07,596.625
25757,Kepler-462 c,Kepler-462,0,1,2,0,Transit,207.5829306,,,,,,,7735,1.62,1.82,,,0.926,,596.625
25758,Kepler-462 c,Kepler-462,0,1,2,0,Transit,207.6035,0.845,,,0,89.38,,7713,2.52,1.86,,,,1.07,596.625
25759,Kepler-462 c,Kepler-462,1,1,2,0,Transit,207.62,,0.357,0.01888,0.11,,,7500,1.57,1.59,0.05,[Fe/H],,0.5,596.625
25760,Kepler-462 c,Kepler-462,0,1,2,0,Transit,207.5829306,0.7584,,,0,89.63,,6688,1.79,1.35,-0.2,[Fe/H],,,596.625
25761,Kepler-462 c,Kepler-462,0,1,2,0,Transit,207.5827234,0.86,,,0,89.95,,7717,2.64,1.97,0.07,[Fe/H],,,596.625
25762,Kepler-462 c,Kepler-462,0,1,2,0,Transit,207.5827234,0.86,,,0,89.95,,7717,2.64,1.97,0.07,[Fe/H],,,596.625
25763,Kepler-462 c,Kepler-462,0,1,2,0,Transit,207.5827234,0.86,,,0,89.95,,7717,2.64,1.97,0.07,[Fe/H],,,596.625
25764,Kepler-462 c,Kepler-462,0,1,2,0,Transit,207.583084,,,,,,,7735,1.62,1.82,,,0.926,,596.625
25765,Kepler-463 b,Kepler-463,0,1,1,0,Transit,8.98101493,,,,,,,5632.02,1.15,1,-0.399,[M/H],0.079,,394.804
25766,Kepler-463 b,Kepler-463,0,1,1,0,Transit,8.98101683,0.0797,,,0,89.38,,5613,1.46,0.84,-0.4,[Fe/H],,,394.804
25767,Kepler-463 b,Kepler-463,1,1,1,0,Transit,8.98101683,,0.272,,,,,5661,0.9,0.87,-0.28,[Fe/H],,7.41,394.804
25768,Kepler-463 b,Kepler-463,0,1,1,0,Transit,,,0.313,,,,,5567,1.08,,,,,,394.804
25769,Kepler-463 b,Kepler-463,0,1,1,0,Transit,8.98101318,,,,,,,5632.02,1.15,1,-0.399,[M/H],0.079,,394.804
25770,Kepler-463 b,Kepler-463,0,1,1,0,Transit,8.981008,0.08,,,0,88.81,,5649,0.96,0.84,,,,12.2,394.804
25771,Kepler-463 b,Kepler-463,0,1,1,0,Transit,8.98101683,0.0797,,,0,89.38,,5613,1.46,0.84,-0.4,[Fe/H],,,394.804
25772,Kepler-463 b,Kepler-463,0,1,1,0,Transit,8.98101683,0.0797,,,0,89.38,,5613,1.46,0.84,-0.4,[Fe/H],,,394.804
25773,Kepler-463 b,Kepler-463,0,1,1,0,Transit,8.98101396,,,,,,,5632.02,1.15,1,-0.399,[M/H],0.079,,394.804
25774,Kepler-463 b,Kepler-463,0,1,1,0,Transit,8.98101493,0.078,,,0,89.85,,5666,0.97,0.79,-0.4,[Fe/H],,,394.804
25775,Kepler-464 b,Kepler-464,0,1,1,0,Transit,7.25696737,,,,,,,5873.66,1.69,1.06,0.234,[M/H],0.484,,667.604
25776,Kepler-464 b,Kepler-464,0,1,1,0,Transit,7.25696814,,,,,,,5873.66,1.69,1.06,0.234,[M/H],0.484,,667.604
25777,Kepler-464 b,Kepler-464,0,1,1,0,Transit,7.25696522,0.0778,,,0,89.95,,5862,1.59,1.2,0.27,[Fe/H],,,667.604
25778,Kepler-464 b,Kepler-464,0,1,1,0,Transit,7.25696245,0.0765,,,0,85.51,,5858,1.55,1.13,0.22,[Fe/H],,,667.604
25779,Kepler-464 b,Kepler-464,1,1,1,0,Transit,7.25696522,,0.294,,,,,5933,1.59,1.21,0.19,[Fe/H],,4.9,667.604
25780,Kepler-464 b,Kepler-464,0,1,1,0,Transit,7.25696522,0.0778,,,0,89.95,,5862,1.59,1.2,0.27,[Fe/H],,,667.604
25781,Kepler-464 b,Kepler-464,0,1,1,0,Transit,7.25696522,0.0778,,,0,89.95,,5862,1.59,1.2,0.27,[Fe/H],,,667.604
25782,Kepler-464 b,Kepler-464,0,1,1,0,Transit,7.25696245,,,,,,,5873.66,1.69,1.06,0.234,[M/H],0.484,,667.604
25783,Kepler-464 b,Kepler-464,0,1,1,0,Transit,7.256999,0.077,,,0,82.51,,5919,1.27,1.16,,,,3.8,667.604
25784,Kepler-464 b,Kepler-464,0,1,1,0,Transit,,,0.329,,,,,5920,1.62,,,,,,667.604
25785,Kepler-465 b,Kepler-465,0,1,1,0,Transit,9.94067247,0.0945,,,0,89.95,,6522,1.22,1.14,-0.22,[Fe/H],,,553.077
25786,Kepler-465 b,Kepler-465,0,1,1,0,Transit,9.94067247,0.0945,,,0,89.95,,6522,1.22,1.14,-0.22,[Fe/H],,,553.077
25787,Kepler-465 b,Kepler-465,0,1,1,0,Transit,9.94066641,0.0953,,,0,89.94,,6215,1.26,1.17,0.08,[Fe/H],,,553.077
25788,Kepler-465 b,Kepler-465,0,1,1,0,Transit,9.94067247,0.0945,,,0,89.95,,6522,1.22,1.14,-0.22,[Fe/H],,,553.077
25789,Kepler-465 b,Kepler-465,0,1,1,0,Transit,9.94067535,,,,,,,6394,1.2,1.28,,,0.338,,553.077
25790,Kepler-465 b,Kepler-465,0,1,1,0,Transit,9.94066282,,,,,,,6394,1.2,1.28,,,0.338,,553.077
25791,Kepler-465 b,Kepler-465,0,1,1,0,Transit,9.94066641,,,,,,,6394,1.2,1.28,,,0.338,,553.077
25792,Kepler-465 b,Kepler-465,0,1,1,0,Transit,,,0.254,,,,,6207,1.25,,,,,,553.077
25793,Kepler-465 b,Kepler-465,1,1,1,0,Transit,9.94067247,,0.263,,,,,6310,1.29,1.23,0.09,[Fe/H],,2.19,553.077
25794,Kepler-465 b,Kepler-465,0,1,1,0,Transit,9.940678,0.097,,,0,86.52,,6538,1.21,1.21,,,,1.05,553.077
25795,Kepler-466 b,Kepler-466,0,1,2,0,Transit,51.07926307,0.2643,,,0,89.95,,5803,1.07,0.94,-0.08,[Fe/H],,,530.122
25796,Kepler-466 b,Kepler-466,1,1,2,0,Transit,51.07926307,,0.254,,,,,5927,1.05,1.04,-0.01,[Fe/H],,3.47,530.122
25797,Kepler-466 b,Kepler-466,0,1,2,0,Transit,51.07926451,0.2671,,,0,89.98,,5833,1.02,0.97,-0.04,[Fe/H],,,530.122
25798,Kepler-466 b,Kepler-466,0,1,2,0,Transit,51.07926307,0.2643,,,0,89.95,,5803,1.07,0.94,-0.08,[Fe/H],,,530.122
25799,Kepler-466 b,Kepler-466,0,1,2,0,Transit,51.07930104,,,,,,,,,,,,,,530.122
25800,Kepler-466 b,Kepler-466,0,1,2,0,Transit,51.07926451,,,,,,,,,,,,,,530.122
25801,Kepler-466 b,Kepler-466,0,1,2,0,Transit,51.07925954,,,,,,,,,,,,,,530.122
25802,Kepler-466 b,Kepler-466,0,1,2,0,Transit,51.07931,0.273,,,0,89.38,,5853,0.99,1.03,,,,2.4,530.122
25803,Kepler-466 b,Kepler-466,0,1,2,0,Transit,51.07926307,0.2643,,,0,89.95,,5803,1.07,0.94,-0.08,[Fe/H],,,530.122
25804,Kepler-466 c,Kepler-466,0,1,2,0,Transit,3.70920361,,,,,,,,,,,,,,530.122
25805,Kepler-466 c,Kepler-466,1,1,2,0,Transit,3.70921385,,0.112,,,,,5927,1.05,1.04,-0.01,[Fe/H],,3.47,530.122
25806,Kepler-466 c,Kepler-466,0,1,2,0,Transit,3.70922064,,,,,,,,,,,,,,530.122
25807,Kepler-466 c,Kepler-466,0,1,2,0,Transit,3.70921385,0.046,,,0,88.81,,5803,1.07,0.94,-0.08,[Fe/H],,,530.122
25808,Kepler-466 c,Kepler-466,0,1,2,0,Transit,3.709191,0.047,,,0,85.94,,5853,0.99,1.03,,,,2.4,530.122
25809,Kepler-466 c,Kepler-466,0,1,2,0,Transit,3.70921385,0.046,,,0,88.81,,5803,1.07,0.94,-0.08,[Fe/H],,,530.122
25810,Kepler-466 c,Kepler-466,0,1,2,0,Transit,3.70921385,0.046,,,0,88.81,,5803,1.07,0.94,-0.08,[Fe/H],,,530.122
25811,Kepler-466 c,Kepler-466,0,1,2,0,Transit,3.7092141,0.0465,,,0,89.73,,5833,1.02,0.97,-0.04,[Fe/H],,,530.122
25812,Kepler-466 c,Kepler-466,0,1,2,0,Transit,3.7092141,,,,,,,,,,,,,,530.122
25813,Kepler-467 b,Kepler-467,0,1,1,0,Transit,24.9930459,,,,,,,5718.05,1.48,1.02,0.048,[M/H],0.323,,466.265
25814,Kepler-467 b,Kepler-467,0,1,1,0,Transit,24.99324319,0.1651,,,0,88.37,,5718,1.32,0.96,0,[Fe/H],,,466.265
25815,Kepler-467 b,Kepler-467,0,1,1,0,Transit,24.99320612,,,,,,,5718.05,1.48,1.02,0.048,[M/H],0.323,,466.265
25816,Kepler-467 b,Kepler-467,0,1,1,0,Transit,,,0.22,,,,,5764,1.41,,,,,,466.265
25817,Kepler-467 b,Kepler-467,0,1,1,0,Transit,24.99324193,0.1686,,,0,88.81,,5747,1.36,1.02,0.03,[Fe/H],,,466.265
25818,Kepler-467 b,Kepler-467,0,1,1,0,Transit,24.99324193,0.1686,,,0,88.81,,5747,1.36,1.02,0.03,[Fe/H],,,466.265
25819,Kepler-467 b,Kepler-467,1,1,1,0,Transit,24.99324193,,0.201,,,,,5809,1.37,1.05,0.06,[Fe/H],,8.13,466.265
25820,Kepler-467 b,Kepler-467,0,1,1,0,Transit,24.99324319,,,,,,,5718.05,1.48,1.02,0.048,[M/H],0.323,,466.265
25821,Kepler-467 b,Kepler-467,0,1,1,0,Transit,24.99324193,0.1686,,,0,88.81,,5747,1.36,1.02,0.03,[Fe/H],,,466.265
25822,Kepler-467 b,Kepler-467,0,1,1,0,Transit,24.99334,0.167,,,0,88.24,,5906,0.93,0.99,,,,2.1,466.265
25823,Kepler-468 b,Kepler-468,0,1,1,0,Transit,38.478743,0.222,,,0,89.95,,5515,0.93,0.98,,,,3.3,442.871
25824,Kepler-468 b,Kepler-468,0,1,1,0,Transit,38.47876623,,,,,,,5439.49,0.81,0.95,0.115,[M/H],-0.286,,442.871
25825,Kepler-468 b,Kepler-468,0,1,1,0,Transit,38.47875707,0.2213,,,0,89.95,,5510,0.88,0.97,0.16,[Fe/H],,,442.871
25826,Kepler-468 b,Kepler-468,0,1,1,0,Transit,38.47876629,0.2213,,,0,90,,5510,0.88,0.97,0.16,[Fe/H],,,442.871
25827,Kepler-468 b,Kepler-468,0,1,1,0,Transit,38.47876629,,,,,,,5439.49,0.81,0.95,0.115,[M/H],-0.286,,442.871
25828,Kepler-468 b,Kepler-468,0,1,1,0,Transit,38.47875707,0.2213,,,0,89.95,,5510,0.88,0.97,0.16,[Fe/H],,,442.871
25829,Kepler-468 b,Kepler-468,0,1,1,0,Transit,38.47875707,0.2213,,,0,89.95,,5510,0.88,0.97,0.16,[Fe/H],,,442.871
25830,Kepler-468 b,Kepler-468,1,1,1,0,Transit,38.47875707,,1.19,,,,,5498,0.87,0.96,0.1,[Fe/H],,2,442.871
