a,f,integration_time,megno,final_e,final_theta
2.020714285714285907e+00,1.164740133473766814e+00,1.000000000000000000e+03,2.027522890197844152e+00,4.929345252458443988e-02,7.310833968930765536e+01
2.020714285714285907e+00,1.186111512069615959e+00,1.000000000000000000e+03,2.013043061707022741e+00,5.328059463349880953e-02,7.623568564817793458e+01
2.020714285714285907e+00,1.207482890665464659e+00,1.000000000000000000e+03,1.866551968465625766e+00,6.012956048279294308e-02,8.158610307707249376e+01
2.020714285714285907e+00,1.228854269261313803e+00,1.000000000000000000e+03,2.043541641786057461e+00,6.814208817240115235e-02,8.725429053575268767e+01
2.020714285714285907e+00,1.250225647857162503e+00,1.000000000000000000e+03,2.018285448265986215e+00,7.383001049436263563e-02,9.143546047168226210e+01
2.020714285714285907e+00,1.271597026453011647e+00,1.000000000000000000e+03,1.989665701343019233e+00,7.633382480464984132e-02,9.326217553827272866e+01
2.020714285714285907e+00,1.292968405048860348e+00,1.000000000000000000e+03,2.021566230118794660e+00,7.607982376937635904e-02,8.990008384586083423e+01
2.020714285714285907e+00,1.314339783644709492e+00,1.000000000000000000e+03,1.944411877368052766e+00,7.256986826820371883e-02,8.176590464240750578e+01
2.020714285714285907e+00,1.335711162240558414e+00,1.000000000000000000e+03,1.890433202773405430e+00,7.228783066286922909e-02,7.561344326985984310e+01
2.020714285714285907e+00,1.357082540836407336e+00,1.000000000000000000e+03,1.761363722436078305e+00,7.084674987888713027e-02,7.165631012679831713e+01
2.020714285714285907e+00,1.378453919432256258e+00,1.000000000000000000e+03,1.927530740853823144e+00,6.988330130101888527e-02,6.985906385278860853e+01
2.020714285714285907e+00,1.399825298028105180e+00,1.000000000000000000e+03,1.982990649934291749e+00,7.041682888885358871e-02,7.082615800601570299e+01
2.020714285714285907e+00,1.421196676623954103e+00,1.000000000000000000e+03,2.023123120818800746e+00,7.085193507961856652e-02,7.230587641797184517e+01
2.020714285714285907e+00,1.442568055219803025e+00,1.000000000000000000e+03,1.978429383316081758e+00,7.024892990534908899e-02,7.365202110283850345e+01
2.020714285714285907e+00,1.463939433815652169e+00,1.000000000000000000e+03,1.958572452325899604e+00,6.940292776567823230e-02,7.533613766174360649e+01
2.020714285714285907e+00,1.485310812411500869e+00,1.000000000000000000e+03,2.225524560477581293e+00,7.041665481674061478e-02,6.719552833458973851e+01
2.020714285714285907e+00,1.506682191007350013e+00,1.000000000000000000e+03,2.124909199586298314e+00,7.363737350565505158e-02,8.163860795841840456e+01
2.020714285714285907e+00,1.528053569603198714e+00,1.000000000000000000e+03,2.417622366665358236e+00,6.966775024364088575e-02,6.105708333512569652e+01
2.020714285714285907e+00,1.549424948199047858e+00,1.000000000000000000e+03,2.464448922994152635e+00,6.554137080130702231e-02,1.186127798359453607e+02
2.020714285714285907e+00,1.570796326794896558e+00,1.000000000000000000e+03,2.006661939495709035e+00,5.585952068871354037e-02,1.066665346197534632e+02
2.024999999999999911e+00,5.235987755982988157e-01,1.000000000000000000e+03,1.000000000000000000e+01,9.553616391101884542e-01,9.804163490088687638e+01
2.024999999999999911e+00,5.449701541941477378e-01,1.000000000000000000e+03,1.000000000000000000e+01,1.522667733034860138e+00,1.801351183899752755e+02
2.024999999999999911e+00,5.663415327899966600e-01,1.000000000000000000e+03,1.000000000000000000e+01,9.381888317601345673e-01,3.826630000228377781e+01
2.024999999999999911e+00,5.877129113858455822e-01,1.000000000000000000e+03,1.000000000000000000e+01,3.064760633956821412e+00,1.306688078032509281e+02
2.024999999999999911e+00,6.090842899816946154e-01,1.000000000000000000e+03,4.393091500731556209e+01,3.576710452945097707e-01,3.817211554744186230e+01
2.024999999999999911e+00,6.304556685775435376e-01,1.000000000000000000e+03,1.000000000000000000e+01,2.338552070530640847e+00,4.727719997592537027e+01
2.024999999999999911e+00,6.518270471733924598e-01,1.000000000000000000e+03,3.905671810395951127e+01,8.356917743523416542e-01,1.691302850098708177e+02
2.024999999999999911e+00,6.731984257692413820e-01,1.000000000000000000e+03,1.881671388473620032e+00,4.695513842332739440e-02,1.177823314548062257e+02
2.024999999999999911e+00,6.945698043650903042e-01,1.000000000000000000e+03,2.045363125814172456e+00,5.069669742812218938e-02,9.622559486647294591e+01
2.024999999999999911e+00,7.159411829609392264e-01,1.000000000000000000e+03,1.993723564201766774e+00,4.161454801548339355e-02,9.237265592253244506e+01
2.024999999999999911e+00,7.373125615567881486e-01,1.000000000000000000e+03,1.971821004435556413e+00,6.876907419465383420e-02,7.231053932385773919e+01
2.024999999999999911e+00,7.586839401526370708e-01,1.000000000000000000e+03,1.962615964056725559e+00,6.660627024356503834e-02,6.617731268167511871e+01
2.024999999999999911e+00,7.800553187484859929e-01,1.000000000000000000e+03,2.007333385566631545e+00,3.613608801151478589e-02,6.248141157286529079e+01
2.024999999999999911e+00,8.014266973443349151e-01,1.000000000000000000e+03,1.927480949376996211e+00,7.070287273007308526e-02,7.052136266960793876e+01
2.024999999999999911e+00,8.227980759401839483e-01,1.000000000000000000e+03,2.101901663823614541e+00,7.851616028795792290e-02,1.052683711036469418e+02
2.024999999999999911e+00,8.441694545360328705e-01,1.000000000000000000e+03,1.950781138630231615e+00,8.729375618570388295e-02,1.170646987986175844e+02
2.024999999999999911e+00,8.655408331318817927e-01,1.000000000000000000e+03,2.048418864933916783e+00,6.017341473766948251e-02,3.513688242684936114e+01
2.024999999999999911e+00,8.869122117277307149e-01,1.000000000000000000e+03,2.070415018757634229e+00,4.963789688818271567e-02,3.788245410141040281e+01
2.024999999999999911e+00,9.082835903235796371e-01,1.000000000000000000e+03,1.996396148842926488e+00,7.166615706490286897e-02,7.597925391417088292e+01
2.024999999999999911e+00,9.296549689194286703e-01,1.000000000000000000e+03,2.024298599070768478e+00,7.552219648142904918e-02,8.431035750247075100e+01
2.024999999999999911e+00,9.510263475152775925e-01,1.000000000000000000e+03,2.054264979848917427e+00,7.616729804490436628e-02,8.906802183080837665e+01
2.024999999999999911e+00,9.723977261111265147e-01,1.000000000000000000e+03,1.954582597983897108e+00,7.333645100400590366e-02,9.198676825053918549e+01
2.024999999999999911e+00,9.937691047069754369e-01,1.000000000000000000e+03,2.048366125021622519e+00,5.615303818677019193e-02,8.222604289509629893e+01
2.024999999999999911e+00,1.015140483302824359e+00,1.000000000000000000e+03,2.005764249951291767e+00,2.739628062244805345e-02,5.064035689611775837e+01
2.024999999999999911e+00,1.036511861898673281e+00,1.000000000000000000e+03,1.838621496105453224e+00,3.398870697074907882e-02,3.845374711189006689e+01
2.024999999999999911e+00,1.057883240494522203e+00,1.000000000000000000e+03,2.009964650915041950e+00,4.530810350009142201e-02,4.592835913964059102e+01
2.024999999999999911e+00,1.079254619090371126e+00,1.000000000000000000e+03,2.022675956491348348e+00,5.128445142670576273e-02,5.098338155167600405e+01
2.024999999999999911e+00,1.100625997686220048e+00,1.000000000000000000e+03,1.990141983695180805e+00,5.385740504967508752e-02,5.365931821083100317e+01
2.024999999999999911e+00,1.121997376282068970e+00,1.000000000000000000e+03,2.035182999458258202e+00,5.497525184111894808e-02,5.503679616166743216e+01
2.024999999999999911e+00,1.143368754877918114e+00,1.000000000000000000e+03,2.006383073194787148e+00,5.554375031157852971e-02,5.564420588842735071e+01
2.024999999999999911e+00,1.164740133473766814e+00,1.000000000000000000e+03,1.995091522821563323e+00,5.590099584154094997e-02,5.572655278402896784e+01
2.024999999999999911e+00,1.186111512069615959e+00,1.000000000000000000e+03,2.039800312468394328e+00,5.607284423920424338e-02,5.532695132070855948e+01
2.024999999999999911e+00,1.207482890665464659e+00,1.000000000000000000e+03,2.005750759854565413e+00,5.583120536762389841e-02,5.432510908455665088e+01
2.024999999999999911e+00,1.228854269261313803e+00,1.000000000000000000e+03,1.992048759806259506e+00,5.466261791036359369e-02,5.240482847155998058e+01
2.024999999999999911e+00,1.250225647857162503e+00,1.000000000000000000e+03,2.032922243306700683e+00,5.157662248287316759e-02,4.904060242846640705e+01
2.024999999999999911e+00,1.271597026453011647e+00,1.000000000000000000e+03,1.994270206135208223e+00,4.498023549306384011e-02,4.354134043970017842e+01
2.024999999999999911e+00,1.292968405048860348e+00,1.000000000000000000e+03,2.034279723975386034e+00,3.431418614316652377e-02,3.827988502480475574e+01
2.024999999999999911e+00,1.314339783644709492e+00,1.000000000000000000e+03,1.875208130132687723e+00,3.527347408768521930e-02,5.211043000414294823e+01
2.024999999999999911e+00,1.335711162240558414e+00,1.000000000000000000e+03,1.952953553346470805e+00,6.090865242517985723e-02,8.021530914386090672e+01
2.024999999999999911e+00,1.357082540836407336e+00,1.000000000000000000e+03,2.024865080137558504e+00,7.573083862429309809e-02,9.238792933098494586e+01
2.024999999999999911e+00,1.378453919432256258e+00,1.000000000000000000e+03,2.040963977627759718e+00,7.592230971625277269e-02,8.976300735380922902e+01
2.024999999999999911e+00,1.399825298028105180e+00,1.000000000000000000e+03,2.006771010307891512e+00,7.184301527761810524e-02,7.520218397381403008e+01
2.024999999999999911e+00,1.421196676623954103e+00,1.000000000000000000e+03,1.896347005717295531e+00,6.704705533212876323e-02,6.637541222986264700e+01
2.024999999999999911e+00,1.442568055219803025e+00,1.000000000000000000e+03,2.080634222592979032e+00,6.525478266553204343e-02,6.158065008317696254e+01
2.024999999999999911e+00,1.463939433815652169e+00,1.000000000000000000e+03,2.021809505797505402e+00,6.633785894087992907e-02,6.483208497489698630e+01
2.024999999999999911e+00,1.485310812411500869e+00,1.000000000000000000e+03,2.070425307876619492e+00,6.850331336953495442e-02,6.908877217351886202e+01
2.024999999999999911e+00,1.506682191007350013e+00,1.000000000000000000e+03,2.038060215055959024e+00,6.928475465811660683e-02,7.196519151364893219e+01
2.024999999999999911e+00,1.528053569603198714e+00,1.000000000000000000e+03,2.032647897074549626e+00,6.860023591210026583e-02,7.470314000965156254e+01
2.024999999999999911e+00,1.549424948199047858e+00,1.000000000000000000e+03,2.080269416688695028e+00,6.962763362681137491e-02,6.725077086449957164e+01
2.024999999999999911e+00,1.570796326794896558e+00,1.000000000000000000e+03,1.807366295102156073e+00,7.951234055098405085e-02,9.580357347588329731e+01
2.029285714285714359e+00,5.235987755982988157e-01,1.000000000000000000e+03,1.000000000000000000e+01,9.698650067688113774e-01,2.010260680877570394e+02
2.029285714285714359e+00,5.449701541941477378e-01,1.000000000000000000e+03,1.000000000000000000e+01,1.420777524121070279e+01,1.192373317714205569e+02
2.029285714285714359e+00,5.663415327899966600e-01,1.000000000000000000e+03,2.434429186490193686e+01,9.884754714059096337e-02,1.137685998718310856e+02
2.029285714285714359e+00,5.877129113858455822e-01,1.000000000000000000e+03,1.000000000000000000e+01,1.736938359097448314e+00,7.565326780865648004e+01
2.029285714285714359e+00,6.090842899816946154e-01,1.000000000000000000e+03,1.000000000000000000e+01,4.379995378314998966e+00,1.217829442927944328e+01
2.029285714285714359e+00,6.304556685775435376e-01,1.000000000000000000e+03,1.000000000000000000e+01,9.855151088445790464e-01,2.739331063776689916e+02
2.029285714285714359e+00,6.518270471733924598e-01,1.000000000000000000e+03,2.121086999799585371e+00,6.770492329188033953e-02,1.084077761850710431e+02
2.029285714285714359e+00,6.731984257692413820e-01,1.000000000000000000e+03,2.044496088888806629e+00,2.484604802871348203e-02,8.751809938559814839e+01
2.029285714285714359e+00,6.945698043650903042e-01,1.000000000000000000e+03,2.035084517767502099e+00,4.786381518299735738e-02,8.974486563099873138e+01
2.029285714285714359e+00,7.159411829609392264e-01,1.000000000000000000e+03,7.712975176501526420e+00,7.522882221737507702e-02,7.451298699630125100e+01
2.029285714285714359e+00,7.373125615567881486e-01,1.000000000000000000e+03,1.000000000000000000e+01,9.631789256432112367e+00,2.443299573783361609e+02
2.029285714285714359e+00,7.586839401526370708e-01,1.000000000000000000e+03,1.957468244806239710e+00,3.169790543301335972e-02,5.278887923395884485e+01
2.029285714285714359e+00,7.800553187484859929e-01,1.000000000000000000e+03,2.211981324900470280e+00,8.139274555221349960e-02,9.901933954995155318e+01
2.029285714285714359e+00,8.014266973443349151e-01,1.000000000000000000e+03,2.125371437726208068e+00,4.827388295754646286e-02,3.280204931067121521e+01
2.029285714285714359e+00,8.227980759401839483e-01,1.000000000000000000e+03,2.241882004943687168e+00,6.987830921875266832e-02,6.869553753375065241e+01
2.029285714285714359e+00,8.441694545360328705e-01,1.000000000000000000e+03,2.003375088293047668e+00,8.113272053406343776e-02,9.161108096470599094e+01
2.029285714285714359e+00,8.655408331318817927e-01,1.000000000000000000e+03,2.019215649654189981e+00,7.220406846845883742e-02,7.143680976433694241e+01
2.029285714285714359e+00,8.869122117277307149e-01,1.000000000000000000e+03,1.975604564640996097e+00,7.442862660569994626e-02,8.257715506428112917e+01
2.029285714285714359e+00,9.082835903235796371e-01,1.000000000000000000e+03,2.048113630655209239e+00,7.539793773814947031e-02,8.948108055159538310e+01
2.029285714285714359e+00,9.296549689194286703e-01,1.000000000000000000e+03,2.044696769901393818e+00,6.817127463389978381e-02,9.005625968076084575e+01
2.029285714285714359e+00,9.510263475152775925e-01,1.000000000000000000e+03,1.977830257122001001e+00,2.957680202928386279e-02,5.708153404176788115e+01
2.029285714285714359e+00,9.723977261111265147e-01,1.000000000000000000e+03,1.939346295586522162e+00,3.877042246095967898e-02,4.119823046554756729e+01
2.029285714285714359e+00,9.937691047069754369e-01,1.000000000000000000e+03,1.864769769162559543e+00,5.141744406342999701e-02,5.228880865634977226e+01
2.029285714285714359e+00,1.015140483302824359e+00,1.000000000000000000e+03,1.985742525122415225e+00,5.348683840337155326e-02,5.656907186012936961e+01
2.029285714285714359e+00,1.036511861898673281e+00,1.000000000000000000e+03,2.018014344976120089e+00,5.178112567137020672e-02,5.895885552305303179e+01
2.029285714285714359e+00,1.057883240494522203e+00,1.000000000000000000e+03,2.046083154024857187e+00,4.988913517466181391e-02,6.280560590239189622e+01
2.029285714285714359e+00,1.079254619090371126e+00,1.000000000000000000e+03,1.914848151205418736e+00,4.827955694894067035e-02,6.799076484909740259e+01
2.029285714285714359e+00,1.100625997686220048e+00,1.000000000000000000e+03,2.011335921359665324e+00,4.710216948388352282e-02,7.254027801532622277e+01
2.029285714285714359e+00,1.121997376282068970e+00,1.000000000000000000e+03,1.999691716073094927e+00,4.625143788228163605e-02,7.548343695940722853e+01
2.029285714285714359e+00,1.143368754877918114e+00,1.000000000000000000e+03,2.005200625658040359e+00,4.606644754926835644e-02,7.684751565824230113e+01
2.029285714285714359e+00,1.164740133473766814e+00,1.000000000000000000e+03,2.046807761342731791e+00,4.685123644240787866e-02,7.678189440641750707e+01
2.029285714285714359e+00,1.186111512069615959e+00,1.000000000000000000e+03,2.047099092209939908e+00,4.844378693334826236e-02,7.542910424714742135e+01
2.029285714285714359e+00,1.207482890665464659e+00,1.000000000000000000e+03,2.011014456032035991e+00,5.035356071907009373e-02,7.289906750459019236e+01
2.029285714285714359e+00,1.228854269261313803e+00,1.000000000000000000e+03,2.008607786549292396e+00,5.210343747932170977e-02,6.932231333304926579e+01
2.029285714285714359e+00,1.250225647857162503e+00,1.000000000000000000e+03,1.832254514663602674e+00,5.375255718865456361e-02,6.510260589465697478e+01
2.029285714285714359e+00,1.271597026453011647e+00,1.000000000000000000e+03,1.926867268021930979e+00,5.538611878844753450e-02,6.129479738296910085e+01
2.029285714285714359e+00,1.292968405048860348e+00,1.000000000000000000e+03,2.044705414395406429e+00,5.709310027719050745e-02,5.859899326898717220e+01
2.029285714285714359e+00,1.314339783644709492e+00,1.000000000000000000e+03,2.012063342033771463e+00,5.822068950727630338e-02,5.647202303086957897e+01
2.029285714285714359e+00,1.335711162240558414e+00,1.000000000000000000e+03,2.014495667411769109e+00,5.662322750386599574e-02,5.294598500651519402e+01
2.029285714285714359e+00,1.357082540836407336e+00,1.000000000000000000e+03,1.908651033887010851e+00,4.883878387849423935e-02,4.552617921442531213e+01
2.029285714285714359e+00,1.378453919432256258e+00,1.000000000000000000e+03,2.020415444403041771e+00,3.355616028162327485e-02,3.891037326684924835e+01
2.029285714285714359e+00,1.399825298028105180e+00,1.000000000000000000e+03,1.908709987645762274e+00,5.110949330273419772e-02,7.000106385256842145e+01
2.029285714285714359e+00,1.421196676623954103e+00,1.000000000000000000e+03,1.926423820377521690e+00,7.561397401937472451e-02,9.193722448290259308e+01
2.029285714285714359e+00,1.442568055219803025e+00,1.000000000000000000e+03,2.027575449610294900e+00,7.425692933179177391e-02,8.767637572405422475e+01
2.029285714285714359e+00,1.463939433815652169e+00,1.000000000000000000e+03,2.027017557638486789e+00,6.758734203920900574e-02,6.893553320830434927e+01
2.029285714285714359e+00,1.485310812411500869e+00,1.000000000000000000e+03,1.988811584506326779e+00,6.364454561355789575e-02,5.412710112188013056e+01
2.029285714285714359e+00,1.506682191007350013e+00,1.000000000000000000e+03,1.970349088338779087e+00,6.316970219204132153e-02,5.400788933319065421e+01
2.029285714285714359e+00,1.528053569603198714e+00,1.000000000000000000e+03,2.021179599021529771e+00,6.382187658352066195e-02,6.070358505527080695e+01
2.029285714285714359e+00,1.549424948199047858e+00,1.000000000000000000e+03,1.877962649996926636e+00,6.664945721069423512e-02,6.741949985217095787e+01
2.029285714285714359e+00,1.570796326794896558e+00,1.000000000000000000e+03,2.038024797117186981e+00,6.804282922737360517e-02,7.220047523096127406e+01
2.033571428571428807e+00,5.235987755982988157e-01,1.000000000000000000e+03,1.000000000000000000e+01,1.001256501896338413e+00,5.873745059469365515e+01
2.033571428571428807e+00,5.449701541941477378e-01,1.000000000000000000e+03,1.000000000000000000e+01,1.005644817812175074e+00,2.279039979532770985e+02
2.033571428571428807e+00,5.663415327899966600e-01,1.000000000000000000e+03,1.000000000000000000e+01,3.053156730177301714e+00,2.456586885483788194e+02
2.033571428571428807e+00,5.877129113858455822e-01,1.000000000000000000e+03,1.000000000000000000e+01,9.151832287779018316e+01,2.717086575212852040e+02
2.033571428571428807e+00,6.090842899816946154e-01,1.000000000000000000e+03,1.000000000000000000e+01,2.312300740841670699e+00,2.068183293655889372e+02
2.033571428571428807e+00,6.304556685775435376e-01,1.000000000000000000e+03,3.875731338329296172e+00,4.518076110692287317e-02,5.519182692761281572e+01
2.033571428571428807e+00,6.518270471733924598e-01,1.000000000000000000e+03,3.002683058582332976e+00,2.821424179439289970e-02,3.067047749913569632e+01
2.033571428571428807e+00,6.731984257692413820e-01,1.000000000000000000e+03,2.530428895402077938e+00,2.909718430924904120e-02,9.652700154923144282e+01
2.033571428571428807e+00,6.945698043650903042e-01,1.000000000000000000e+03,3.130553176221816170e+00,4.383853554942961778e-02,3.425546220418553389e+01
2.033571428571428807e+00,7.159411829609392264e-01,1.000000000000000000e+03,2.015939118964260146e+00,6.113371702650937517e-02,5.590711514147875505e+01
2.033571428571428807e+00,7.373125615567881486e-01,1.000000000000000000e+03,2.069074828060398108e+00,7.543504263764452822e-02,8.308513921936500424e+01
2.033571428571428807e+00,7.586839401526370708e-01,1.000000000000000000e+03,2.068051867728212923e+00,7.789347155880543827e-02,8.456819897844236777e+01
2.033571428571428807e+00,7.800553187484859929e-01,1.000000000000000000e+03,2.323137695896904997e+00,6.966455369548005261e-02,7.095181796733997714e+01
2.033571428571428807e+00,8.014266973443349151e-01,1.000000000000000000e+03,2.014659736734143891e+00,7.908286377235543285e-02,8.705100896052290693e+01
2.033571428571428807e+00,8.227980759401839483e-01,1.000000000000000000e+03,2.310878127000532523e+00,8.139777483815847925e-02,9.268623760176173221e+01
2.033571428571428807e+00,8.441694545360328705e-01,1.000000000000000000e+03,2.029716280710519349e+00,7.131919296391830976e-02,7.489557939316951263e+01
2.033571428571428807e+00,8.655408331318817927e-01,1.000000000000000000e+03,2.059611860787905702e+00,7.601352636176522681e-02,8.704869109335932365e+01
2.033571428571428807e+00,8.869122117277307149e-01,1.000000000000000000e+03,2.030116666151064564e+00,7.195154180273577449e-02,9.165317612363675437e+01
2.033571428571428807e+00,9.082835903235796371e-01,1.000000000000000000e+03,1.935889404992696239e+00,3.102826644774498571e-02,6.116263621456001687e+01
2.033571428571428807e+00,9.296549689194286703e-01,1.000000000000000000e+03,2.042369611150678388e+00,4.191157332655075923e-02,4.415703055998770310e+01
2.033571428571428807e+00,9.510263475152775925e-01,1.000000000000000000e+03,2.032044038660435259e+00,5.239901658955883890e-02,5.507102923153649954e+01
2.033571428571428807e+00,9.723977261111265147e-01,1.000000000000000000e+03,1.794691364990405047e+00,5.009253939147118723e-02,5.895632779385703515e+01
2.033571428571428807e+00,9.937691047069754369e-01,1.000000000000000000e+03,2.028389056965216319e+00,4.590728289408788076e-02,6.763609373774069411e+01
2.033571428571428807e+00,1.015140483302824359e+00,1.000000000000000000e+03,2.018428300598545722e+00,3.925753789389332948e-02,7.945127358903242509e+01
2.033571428571428807e+00,1.036511861898673281e+00,1.000000000000000000e+03,2.004456292030816655e+00,2.943161373076242510e-02,8.667179442580368232e+01
2.033571428571428807e+00,1.057883240494522203e+00,1.000000000000000000e+03,2.023414731586879789e+00,2.255365463979183693e-02,8.567646309770717039e+01
2.033571428571428807e+00,1.079254619090371126e+00,1.000000000000000000e+03,2.033805474143849157e+00,2.483066771866254685e-02,7.804537790865170166e+01
2.033571428571428807e+00,1.100625997686220048e+00,1.000000000000000000e+03,1.880209859098071590e+00,2.949726738490515698e-02,6.890208425024788141e+01
2.033571428571428807e+00,1.121997376282068970e+00,1.000000000000000000e+03,1.999611031913983705e+00,3.213709284670271393e-02,6.289564043844716679e+01
2.033571428571428807e+00,1.143368754877918114e+00,1.000000000000000000e+03,2.048628898201934501e+00,3.223252354458687463e-02,6.036801407673064546e+01
2.033571428571428807e+00,1.164740133473766814e+00,1.000000000000000000e+03,2.040603470740300018e+00,3.044776958637420566e-02,6.089015203033202539e+01
2.033571428571428807e+00,1.186111512069615959e+00,1.000000000000000000e+03,2.023347099833166407e+00,2.684015062448660838e-02,6.463015942265342062e+01
2.033571428571428807e+00,1.207482890665464659e+00,1.000000000000000000e+03,1.904033156767759305e+00,2.185455993800324015e-02,7.180394167450340603e+01
2.033571428571428807e+00,1.228854269261313803e+00,1.000000000000000000e+03,1.931773047398243737e+00,2.020358979271492939e-02,8.044701230470798237e+01
2.033571428571428807e+00,1.250225647857162503e+00,1.000000000000000000e+03,2.027103221734125604e+00,2.733137519414718594e-02,8.580532819888695428e+01
2.033571428571428807e+00,1.271597026453011647e+00,1.000000000000000000e+03,1.675441283473475096e+00,3.722324451154549602e-02,8.642512326534884437e+01
2.033571428571428807e+00,1.292968405048860348e+00,1.000000000000000000e+03,2.022206909580003042e+00,4.569869282288745171e-02,8.287921297309077318e+01
2.033571428571428807e+00,1.314339783644709492e+00,1.000000000000000000e+03,1.942848302380510317e+00,5.193692498395911794e-02,7.649174639985817237e+01
2.033571428571428807e+00,1.335711162240558414e+00,1.000000000000000000e+03,2.052657768168550501e+00,5.503288605720228072e-02,6.838896017475538258e+01
2.033571428571428807e+00,1.357082540836407336e+00,1.000000000000000000e+03,2.045800869495946639e+00,5.680141363869348897e-02,6.129401672939422241e+01
2.033571428571428807e+00,1.378453919432256258e+00,1.000000000000000000e+03,1.843198804272993652e+00,5.862869214279960162e-02,5.740297881765904719e+01
2.033571428571428807e+00,1.399825298028105180e+00,1.000000000000000000e+03,2.042094422519038499e+00,5.782720994665938030e-02,5.351836552785610479e+01
2.033571428571428807e+00,1.421196676623954103e+00,1.000000000000000000e+03,2.031542792545813381e+00,4.791901137783349113e-02,4.424153911383108806e+01
2.033571428571428807e+00,1.442568055219803025e+00,1.000000000000000000e+03,1.977004588727012457e+00,3.443773874526889767e-02,4.534552015793217095e+01
2.033571428571428807e+00,1.463939433815652169e+00,1.000000000000000000e+03,1.978152466601108328e+00,6.925643046098779732e-02,8.547898493784143170e+01
2.033571428571428807e+00,1.485310812411500869e+00,1.000000000000000000e+03,1.895966892271336413e+00,7.594605348631543185e-02,9.126158356368158309e+01
2.033571428571428807e+00,1.506682191007350013e+00,1.000000000000000000e+03,2.031733389936762446e+00,6.692423542030215278e-02,6.892133781335193987e+01
2.033571428571428807e+00,1.528053569603198714e+00,1.000000000000000000e+03,1.979831807775285668e+00,6.176853486577021934e-02,4.874544210296764390e+01
2.033571428571428807e+00,1.549424948199047858e+00,1.000000000000000000e+03,1.892003242271260710e+00,6.023963936468641756e-02,4.767876258399841305e+01
2.033571428571428807e+00,1.570796326794896558e+00,1.000000000000000000e+03,2.033687688842606089e+00,6.162809523712174664e-02,5.215728956624382562e+01
2.037857142857142811e+00,5.235987755982988157e-01,1.000000000000000000e+03,1.000000000000000000e+01,1.060161226638636478e+01,8.534217698860265955e+01
2.037857142857142811e+00,5.449701541941477378e-01,1.000000000000000000e+03,1.000000000000000000e+01,1.010815924525139575e+00,1.480672738883841077e+02
2.037857142857142811e+00,5.663415327899966600e-01,1.000000000000000000e+03,1.000000000000000000e+01,7.981239297330128268e-01,6.601554769131640299e+00
2.037857142857142811e+00,5.877129113858455822e-01,1.000000000000000000e+03,4.670921460260409219e+01,7.153947320056888159e-01,1.107622719579127164e+02
2.037857142857142811e+00,6.090842899816946154e-01,1.000000000000000000e+03,1.000000000000000000e+01,4.148057479140948800e+00,1.633874609333866488e+02
2.037857142857142811e+00,6.304556685775435376e-01,1.000000000000000000e+03,4.284030639073511892e+00,7.011135816282990096e-02,1.013283495199506063e+02
2.037857142857142811e+00,6.518270471733924598e-01,1.000000000000000000e+03,1.721243596709226775e+00,2.275198575154262909e-02,8.499826833756934263e+01
2.037857142857142811e+00,6.731984257692413820e-01,1.000000000000000000e+03,9.411731784690323011e+00,5.581457861501457618e-01,8.112217251435562559e+01
2.037857142857142811e+00,6.945698043650903042e-01,1.000000000000000000e+03,5.267247122991725483e+00,7.176471516855049970e-02,1.001689904099779511e+02
2.037857142857142811e+00,7.159411829609392264e-01,1.000000000000000000e+03,2.185038493957192074e+00,7.651691496888163302e-02,8.139319944494141623e+01
2.037857142857142811e+00,7.373125615567881486e-01,1.000000000000000000e+03,2.066776506337137054e+00,7.816705665836005956e-02,8.960819036598145715e+01
2.037857142857142811e+00,7.586839401526370708e-01,1.000000000000000000e+03,1.985724336319762529e+00,8.208060544617307164e-02,1.077609349682060298e+02
2.037857142857142811e+00,7.800553187484859929e-01,1.000000000000000000e+03,2.055702730664811462e+00,7.908822655525279965e-02,9.031409418639351827e+01
2.037857142857142811e+00,8.014266973443349151e-01,1.000000000000000000e+03,2.191885075051318577e+00,8.187954260755629654e-02,9.322772695242731800e+01
2.037857142857142811e+00,8.227980759401839483e-01,1.000000000000000000e+03,2.040418305744011729e+00,7.134701677559636412e-02,7.568196409599616459e+01
2.037857142857142811e+00,8.441694545360328705e-01,1.000000000000000000e+03,2.030434567656618228e+00,7.513747260825981433e-02,8.855477680566573895e+01
2.037857142857142811e+00,8.655408331318817927e-01,1.000000000000000000e+03,1.838777572732552601e+00,6.213407290412842343e-02,8.806451550029873943e+01
2.037857142857142811e+00,8.869122117277307149e-01,1.000000000000000000e+03,1.762210316694707624e+00,3.001031875875371374e-02,3.781459586144841722e+01
2.037857142857142811e+00,9.082835903235796371e-01,1.000000000000000000e+03,1.837941320942206858e+00,5.099563619759148875e-02,5.354544612543266169e+01
2.037857142857142811e+00,9.296549689194286703e-01,1.000000000000000000e+03,1.867360852222051726e+00,4.881939845605220984e-02,5.888474563417675967e+01
2.037857142857142811e+00,9.510263475152775925e-01,1.000000000000000000e+03,1.987060599086239110e+00,4.233276081964581355e-02,7.202701463099219836e+01
2.037857142857142811e+00,9.723977261111265147e-01,1.000000000000000000e+03,1.988546203057360406e+00,2.854977941509285327e-02,8.625605076346289479e+01
2.037857142857142811e+00,9.937691047069754369e-01,1.000000000000000000e+03,2.034302356425040426e+00,2.758902093805362318e-02,7.991341200832050617e+01
2.037857142857142811e+00,1.015140483302824359e+00,1.000000000000000000e+03,1.957998219254696748e+00,4.370741243931478004e-02,5.732696734163247498e+01
