a1,f1,megno1,final_e1,final_theta1,a2,f2,megno2,final_e2,final_theta2,stable1,stable2
0.988,1.10062599768622,10.0,1.9404138415577084,135.07761463534587,0.988,1.10062599768622,10.0,1.0011563656557363,137.48175386845344,0,0
0.988,1.1219973762820687,10.0,1.0850993387337566,63.43782711305264,0.988,1.1219973762820687,10.0,17.823409420737935,18.30438780926425,0,0
0.988,1.143368754877918,10.0,1.154792769146018,32.07728205552488,0.988,1.143368754877918,10.0,0.8582561090779843,1.562447127686076,0,0
0.988,1.1647401334737668,10.0,1.04115179158884,171.86372890067037,0.988,1.1647401334737668,10.0,1.114796426877679,52.71867713681196,0,0
0.988,1.186111512069616,10.0,1.4066873620851887,112.61728519303816,0.988,1.186111512069616,10.0,1.1368037464229048,7.698172211121482,0,0
0.988,1.2074828906654647,10.0,6.324616911986634,137.38648098177904,0.988,1.2074828906654647,10.0,5.5799676190649725,14.499147821788208,0,0
0.988,1.2288542692613138,10.0,12.006627232963522,339.56316556928266,0.988,1.2288542692613138,10.0,1.3869662503371232,40.918033408328554,0,0
0.988,1.2502256478571625,10.0,379.9258965233117,199.22348700327845,0.988,1.2502256478571625,10.0,7.822346847525101,67.50046577753271,0,0
0.988,1.2715970264530116,10.0,0.9308190693389377,52.69401532187737,0.988,1.2715970264530116,10.0,23.568685773742732,192.5831701661785,0,0
0.988,1.2929684050488603,10.0,1.0425728229898967,19.253403284688314,0.988,1.2929684050488603,10.0,1.1797413975098436,69.4644579674555,0,0
0.988,1.3143397836447095,10.0,9.328078012495743,150.52631773393406,0.988,1.3143397836447095,10.0,9.356759120168066,86.98028495972122,0,0
0.988,1.3357111622405584,36.28397009309925,0.9570565239500515,25.978531818191005,0.988,1.3357111622405584,10.0,4175.315072396284,123.904579071332,0,0
0.988,1.3570825408364071,10.0,0.9675496437022749,297.5300171465405,0.988,1.3570825408364071,10.0,2.5307604100793544,12.596596458360427,0,0
0.988,1.3784539194322563,10.0,24.1999235276574,61.21353655095512,0.988,1.3784539194322563,10.0,2.6239133567837176,0.9249433835186339,0,0
0.988,1.3998252980281052,10.0,46.11176967887125,40.039705136623,0.988,1.3998252980281052,10.0,0.9964708970497053,297.74183186103915,0,0
0.988,1.421196676623954,10.0,11.73424341625196,193.5613755791917,0.988,1.421196676623954,10.0,2.8743396237280034,42.95643175129916,0,0
0.988,1.442568055219803,10.0,1.0024995457611559,126.5823145143135,0.988,1.442568055219803,10.0,1.1963672712008104,147.9330460087156,0,0
