a1,f1,megno1,final_e1,final_theta1
9.901224489795917849e-01,1.036511861898673281e+00,1.000000000000000000e+01,1.285921137912662289e+02,2.273192338411498383e+02
9.901224489795917849e-01,1.057883240494522203e+00,1.000000000000000000e+01,8.702838768921608903e+00,4.869946373753949587e+01
9.901224489795917849e-01,1.079254619090371126e+00,1.000000000000000000e+01,9.638342959383483510e-01,2.286671477240130343e+02
9.901224489795917849e-01,1.100625997686220048e+00,1.000000000000000000e+01,1.002928746826605044e+00,4.581482043225719991e+01
9.901224489795917849e-01,1.121997376282068970e+00,2.424804930158037166e+02,9.998664789981802636e-01,1.511614052084453874e+02
9.901224489795917849e-01,1.143368754877918114e+00,1.000000000000000000e+01,1.262272586782499539e+00,1.687870422875476777e+02
9.901224489795917849e-01,1.164740133473766814e+00,1.000000000000000000e+01,1.109626444255325195e+00,5.826994634853539168e+01
9.901224489795917849e-01,1.186111512069615959e+00,1.000000000000000000e+01,2.319387116639439306e+00,2.488326793609163303e+02
9.901224489795917849e-01,1.207482890665464659e+00,1.000000000000000000e+01,1.439232285081035290e+00,1.394870533635687764e+02
9.901224489795917849e-01,1.228854269261313803e+00,1.000000000000000000e+01,1.368310462175753139e+00,1.110728472883980942e+02
9.901224489795917849e-01,1.250225647857162503e+00,1.000000000000000000e+01,1.339081112500622561e+00,7.301079847005472345e+01
9.901224489795917849e-01,1.271597026453011647e+00,1.000000000000000000e+01,1.713135955870871197e+00,2.416978617266920537e+02
9.901224489795917849e-01,1.292968405048860348e+00,1.000000000000000000e+01,9.696171611153006076e-01,9.025750541435041896e+01
9.901224489795917849e-01,1.314339783644709492e+00,5.142788074851193159e+01,9.650981645353932104e-01,1.043984361078459813e+02
9.901224489795917849e-01,1.335711162240558414e+00,1.000000000000000000e+01,1.119162581532797240e+00,1.439837376036859666e+02
9.901224489795917849e-01,1.357082540836407336e+00,1.000000000000000000e+01,1.408577866937314571e+00,1.315099237402385199e+02
9.901224489795917849e-01,1.378453919432256258e+00,1.000000000000000000e+01,1.041267819605717682e+00,1.511947313127676296e+02
9.901224489795917849e-01,1.399825298028105180e+00,1.000000000000000000e+01,1.567372264683997152e+00,1.423626938354408651e+02
9.901224489795917849e-01,1.421196676623954103e+00,1.000000000000000000e+01,1.654891092943397313e+00,1.775044298037635997e+02
9.901224489795917849e-01,1.442568055219803025e+00,1.000000000000000000e+01,9.096929410284735340e+00,1.426346142208159335e+02
9.901224489795917849e-01,1.463939433815652169e+00,1.000000000000000000e+01,5.062827330409588988e+00,3.216719738713542256e+02
9.901224489795917849e-01,1.485310812411500869e+00,1.000000000000000000e+01,1.399936199453090637e+02,9.864310456642607861e+00
9.901224489795917849e-01,1.506682191007350013e+00,5.289900335130290188e+01,9.388368943193546867e-01,1.932402049990314481e+02
9.901224489795917849e-01,1.528053569603198714e+00,1.000000000000000000e+01,5.680081837603135675e+00,3.364270285736376422e+02
9.901224489795917849e-01,1.549424948199047858e+00,1.000000000000000000e+01,9.468293809011124607e-01,1.169426898752266339e+02
9.901224489795917849e-01,1.570796326794896558e+00,1.000000000000000000e+01,1.305709508538504648e+00,7.148704664433087430e+01
9.922448979591836915e-01,5.235987755982988157e-01,1.000000000000000000e+01,2.891149357952921939e+00,2.498500320044971659e+02
9.922448979591836915e-01,5.449701541941477378e-01,1.000000000000000000e+01,6.085410875656878105e+00,5.103282200221305231e+01
9.922448979591836915e-01,5.663415327899966600e-01,1.000000000000000000e+01,9.898169463039300453e+00,1.097386399168607198e+02
9.922448979591836915e-01,5.877129113858455822e-01,4.909406235672014986e+02,9.970665533741180919e-01,1.118176827629039849e+02
9.922448979591836915e-01,6.090842899816946154e-01,1.000000000000000000e+01,1.083812354707327952e+00,7.055576073203627452e+00
9.922448979591836915e-01,6.304556685775435376e-01,1.138550971221446417e+02,4.754982186553407542e-01,2.301396399475537464e+02
9.922448979591836915e-01,6.518270471733924598e-01,1.000000000000000000e+01,1.160327661017844347e+00,2.339183348452194480e+02
9.922448979591836915e-01,6.731984257692413820e-01,1.000000000000000000e+01,4.951685796293266328e+00,4.125499176823987568e+01
9.922448979591836915e-01,6.945698043650903042e-01,1.000000000000000000e+01,4.472209366318900869e+00,2.257127314055162799e+02
9.922448979591836915e-01,7.159411829609392264e-01,-1.856477554313191831e+02,9.578854505510264739e-01,2.029134927065935585e+02
9.922448979591836915e-01,7.373125615567881486e-01,1.000000000000000000e+01,1.134113646232511430e+00,1.078429387889739104e+02
9.922448979591836915e-01,7.586839401526370708e-01,1.000000000000000000e+01,8.629384385596445384e+00,3.428136545008363356e+01
9.922448979591836915e-01,7.800553187484859929e-01,1.000000000000000000e+01,9.823508349621171698e-01,1.710749981111530644e+02
9.922448979591836915e-01,8.014266973443349151e-01,1.000000000000000000e+01,9.413732780307013659e-01,8.641836882586449065e+01
9.922448979591836915e-01,8.227980759401839483e-01,1.000000000000000000e+01,9.462340672753369875e-01,1.681163685654460949e+02
9.922448979591836915e-01,8.441694545360328705e-01,1.000000000000000000e+01,1.709096530679224735e+00,4.614740659231907927e+01
9.922448979591836915e-01,8.655408331318817927e-01,1.000000000000000000e+01,3.467726780801543555e+03,2.068372081945473795e+01
9.922448979591836915e-01,8.869122117277307149e-01,1.000000000000000000e+01,3.517591239919928725e+00,6.056471698683545668e+01
9.922448979591836915e-01,9.082835903235796371e-01,1.000000000000000000e+01,9.503523194546283914e-01,9.256012454204785911e+01
9.922448979591836915e-01,9.296549689194286703e-01,1.000000000000000000e+01,3.025253055530213953e+00,2.492092338582315136e+01
9.922448979591836915e-01,9.510263475152775925e-01,5.564035737837435391e+01,1.389190711265466671e-01,2.439984699413654710e+02
9.922448979591836915e-01,9.723977261111265147e-01,1.000000000000000000e+01,4.756661638910007817e+00,2.685716220838370987e+02
9.922448979591836915e-01,9.937691047069754369e-01,1.184799365437978196e+02,6.087290526384010469e-01,2.073829977873548103e+01
9.922448979591836915e-01,1.015140483302824359e+00,1.000000000000000000e+01,9.731226101093573000e-01,5.843657184918421166e+01
9.922448979591836915e-01,1.036511861898673281e+00,1.000000000000000000e+01,1.009313482333836109e+00,3.247740891724216681e+02
9.922448979591836915e-01,1.057883240494522203e+00,1.000000000000000000e+01,2.459371357966140703e+00,1.483857638226599285e+01
9.922448979591836915e-01,1.079254619090371126e+00,1.000000000000000000e+01,3.639152852235631563e+00,1.409063717388915791e+02
9.922448979591836915e-01,1.100625997686220048e+00,1.000000000000000000e+01,1.041912359380430031e+00,3.450490577431491346e+01
9.922448979591836915e-01,1.121997376282068970e+00,1.000000000000000000e+01,4.638240464486913339e+01,1.484072315368992534e+01
9.922448979591836915e-01,1.143368754877918114e+00,1.000000000000000000e+01,1.466576265914210753e+00,7.078052997388141421e+01
