a1,f1,megno1,final_e1,final_theta1,a2,f2,megno2,final_e2,final_theta2,a3,f3,megno3,final_e3,final_theta3,stable1,stable2,stable3
1.995,1.0151404833028244,4.155142444573129,0.038111827498493976,80.42806480321748,1.995,1.0151404833028244,13.83145591115827,0.6517795925528224,111.45715377127858,1.995,1.0151404833028244,4.074068052516365,0.12300419533307194,40.87906652650431,0,0,0
1.995,1.0365118618986733,2.4016318433666126,0.030098550149391577,104.4509982655191,1.995,1.0365118618986733,10.0,0.8880720040033171,142.56231792092,1.995,1.0365118618986733,10.0,13.287571167317168,163.8029654038045,0,0,0
1.995,1.0578832404945222,4.0245667531284495,0.0029011218408267862,64.97215453193036,1.995,1.0578832404945222,2.0655587855238777,0.045709045299795206,58.17423778834692,1.995,1.0578832404945222,10.0,0.9074220002656723,39.58076788341849,0,1,0
1.995,1.0792546190903711,2.1109993399903124,0.0626320725245865,98.5470105788924,1.995,1.0792546190903711,16.712772170461783,0.051110212746378926,104.91221688365188,1.995,1.0792546190903711,5.26388891817557,0.031191377613948367,106.35308372029775,0,0,0
1.995,1.10062599768622,6.9406254941732435,0.047899865222268766,30.57373396241527,1.995,1.10062599768622,10.0,6.38312445468975,11.02128172663062,1.995,1.10062599768622,10.0,0.885401565164389,6.000280829625369,0,0,0
1.995,1.1219973762820687,2.0967903916564574,0.03627043484415613,29.89500846075846,1.995,1.1219973762820687,10.0,944.8212618482016,101.23610797944292,1.995,1.1219973762820687,252.42830086397507,0.9995965544456806,225.2027322766166,1,0,0
1.995,1.143368754877918,10.0,0.8016016209008867,164.07308083273048,1.995,1.143368754877918,7.734365282556951,0.11254657893128626,80.26469318635587,1.995,1.143368754877918,51.25949674975601,0.9665948776085501,21.225935442011387,0,0,0
1.995,1.1647401334737668,2.8317532669057432,0.022776683932365725,80.0925909304733,1.995,1.1647401334737668,10.0,0.9837189960070872,212.6663997372262,1.995,1.1647401334737668,10.348989637889947,0.05502467633450036,109.7962464241076,0,0,0
1.995,1.186111512069616,3.8144399855096793,0.011052749399331544,102.78912617572908,1.995,1.186111512069616,6.878581286830528,0.04005394917758425,99.65079909517928,1.995,1.186111512069616,10.0,0.9061494407723837,67.25271204256414,0,0,0
1.995,1.2074828906654647,15.817532108547322,0.004201455596024826,43.85673528927752,1.995,1.2074828906654647,60.22618601876175,0.6764616121464828,13.825262179192347,1.995,1.2074828906654647,10.0,0.8608650126078733,228.0325218404784,0,0,0
1.995,1.2288542692613138,3.657621809476789,0.03918295079110284,30.549314971856795,1.995,1.2288542692613138,8.81529758332303,0.04187036904777244,92.97624407334109,1.995,1.2288542692613138,6.680689586027455,0.05817660350266636,28.6810832297548,0,0,0
1.995,1.2502256478571625,12.961161054504196,0.06129938698011288,88.43138175056417,1.995,1.2502256478571625,10.0,0.8758320094586659,21.99246236017224,1.995,1.2502256478571625,10.0,1.694090902359173,34.35020564616187,0,0,0
1.995,1.2715970264530116,10.070655482861584,0.6020340140227091,167.08584290232625,1.995,1.2715970264530116,10.0,1.7019303444218576,1.8226175257787975,1.995,1.2715970264530116,12.744313841622343,0.6611335097676936,137.04843101915296,0,0,0
1.995,1.2929684050488603,14.901825134960728,0.05468930304793941,98.01279419034755,1.995,1.2929684050488603,10.0,43.1018944963727,149.20914067886864,1.995,1.2929684050488603,10.0,6.556810392752856,126.86574885157212,0,0,0
1.995,1.3143397836447095,7.9980745210726525,0.03967552916491288,104.30833489507079,1.995,1.3143397836447095,10.0,0.748920217376368,132.1390035843076,1.995,1.3143397836447095,10.0,0.9405947906479885,186.60067637235116,0,0,0
1.995,1.3357111622405584,10.0,3.882032720551456,138.53947605866557,1.995,1.3357111622405584,12.18275870566364,0.06715724269825515,87.61882002139578,1.995,1.3357111622405584,10.0,8.908888244265059,149.86181852916516,0,0,0
1.995,1.3570825408364071,10.0,0.9522819675052947,84.86743405321057,1.995,1.3570825408364071,10.0,2.199359161660522,78.70165511110874,1.995,1.3570825408364071,6.113023875803653,0.07986840508674815,39.66000622774639,0,0,0
1.995,1.3784539194322563,3.3805480109537287,0.027932836405242585,92.81882727693011,1.995,1.3784539194322563,2.175914351182489,0.08407408199671292,88.26014412963606,1.995,1.3784539194322563,45.3993632723089,0.3397224497874893,117.14498032453716,0,0,0
1.995,1.3998252980281052,5.449697419786267,0.013719096889343288,108.63489183694604,1.995,1.3998252980281052,10.0,1.6021076441130535,130.57259137889577,1.995,1.3998252980281052,27.626231580600013,0.8314289059432535,85.98172631189657,0,0,0
1.995,1.421196676623954,7.370533910150874,0.02305345873484888,55.46171547034429,1.995,1.421196676623954,10.0,3.0139505969645275,100.50641799395636,1.995,1.421196676623954,2.2360958438275644,0.05462223937574656,64.92271461678398,0,0,0
